date,shot,fuel,oxidizer,diluent,t_0,u_t_0,p_0_nom,p_0,u_p_0,phi_nom,phi,u_phi,dil_mf_nom,dil_mf,u_dil_mf,wave_speed,u_wave_speed,t_ad,cj_speed,sound_speed
2020-11-23,0,CH4,N2O,N2,288.85442557478353,3.487385230129324,101325.0,101321.38622573786,3.9330108410372757,1.0,1.0701447932808246,0.0007100450918069883,0.1,0.23271182754285114,9.900139863117491e-05,2059.4594594594596,2.8113083964532466,2794.637780948498,2114.4641507664865,1148.7853281290054
2020-12-10,0,CH4,N2O,N2,288.2494764972403,3.487385259896169,101325.0,101441.62131437249,3.9518620616555316,0.4,0.4125399753213061,0.00030722511764033817,0.15,0.2502553023798497,5.387956091269729e-05,1795.959595959596,2.137938062357459,2436.4129538859374,1895.3412205010075,1041.0957258020255
2020-11-25,0,CH4,N2O,N2,289.117440315313,3.487385226708575,101325.0,101312.65603279411,3.9905128269941628,1.0,1.088797988315902,0.0009113267696236316,0.2,0.3877417831078747,0.00010072672332896551,1961.0294117647059,2.549002196995068,2657.5216846277776,2031.7812697799775,1108.4638814160787
2020-12-09,0,CH4,N2O,CO2,288.71836174121137,3.4873852770622444,101325.0,101432.33683425932,3.8838899608430837,0.4,0.4138312873380695,0.0002593996408140113,0.1,0.10260258645041602,5.247113330366095e-05,1783.9464882943143,2.1094325403797445,2516.543410765125,1875.7872807046922,1021.5808015657838
2020-11-12,0,CH4,N2O,N2,290.3238061014779,3.4931927058264516,101325.0,101327.13188416684,4.019152318152329,1.0,1.0952918224954353,0.0008083072707730258,0.2,0.3869969533068575,8.634428414192308e-05,1979.2207792207791,2.596512865403638,2658.704224250772,2033.2117218512828,1109.304496921726
2020-11-24,0,CH4,N2O,N2,288.27813218295614,3.4873853391613143,101325.0,101346.1087937043,3.790199215991263,1.0,1.065968131665677,0.0006120387483065258,0.2,0.3860947037645392,6.72203729497622e-05,2001.500938086304,2.655299973493967,2658.4513850147596,2028.9272643389775,1106.7446095012585
2020-12-07,0,CH4,N2O,CO2,288.3098417644743,3.4873852249329493,101325.0,101456.89458963995,3.6116674600055334,0.7,0.7378623441630793,0.0005349251730254173,0.1,0.1042408121949835,9.940606707575287e-05,1932.608695652174,2.4756534675289332,2722.640092418092,1993.6471777141724,1079.2103236182106
2020-12-27,0,CH4,N2O,N2,289.9724351640707,3.487385415247354,101325.0,101318.08237949555,4.589152807672923,1.0,1.0658761779885524,0.0004844416097286304,0.2,0.38457581881093045,5.950472730564415e-05,1990.2985074626865,2.6256596477846155,2660.5416557324384,2029.6487848049192,1107.1725999585985
2020-11-26,1,CH4,N2O,CO2,290.77144243885033,3.4873852351614483,101325.0,101377.98846722499,3.2963408323637875,0.4,0.4246575499291853,0.0005712019683468247,0.2,0.20813757448251194,9.532079103031088e-05,1641.2307692307693,1.78542370217748,2362.9861641449243,1767.3856708207213,963.7056215027006
2020-11-24,1,CH4,N2O,N2,289.06406413936037,3.4873852529545597,101325.0,101383.58433058548,4.13697462110165,0.7,0.7353240557520292,0.00045362248142873633,0.15,0.29338302744924655,6.578135479009269e-05,1950.2742230347349,2.5211190644998442,2655.207980066737,1999.007843255075,1090.0806688472942
2020-11-25,1,CH4,N2O,CO2,290.21480267152214,3.4873853057495974,101325.0,101352.88815651985,4.277013745567921,1.0,1.050450502204686,0.00043731450061623847,0.1,0.10461645890291174,6.895942075164605e-05,2016.6351606805292,2.695607556326363,2794.694583591838,2076.461838433531,1122.803840053387
2020-12-27,1,CH4,N2O,N2,291.0593876641821,3.487385300307373,101325.0,101406.6310016606,7.688302281571613,1.0,1.0656403941899482,0.0005075619717079751,0.2,0.38435757915870816,6.478718251199807e-05,1968.2656826568266,2.5678487294901062,2661.1098437011356,2029.6430023873045,1107.2228848512304
